ID,purpose,n_car,n_bicycle,n_motorcycle,avail_car,avail_taxi,avail_bus,avail_rail,avail_cycling,avail_walking,total_car_cost,taxi_cost,day_of_the_week_start,city.leeds,city.westyorkshire,city.elsewhereuk,city.na,female,age,british_origin,o_level,a_level,voc_qual,masters,phd,occ,occ_full_time,nb_hh_employed,mar,hh_size,income_perso,car_distance_km,bus_distance_km,rail_distance_km,taxi_distance_km,cycling_distance_km,walking_distance_km,car_travel_time_min,bus_travel_time_min,rail_travel_time_min,taxi_travel_time_min,cycling_travel_time_min,walking_travel_time_min,bus_IVT_time_min,bus_access_egress_time_min,rail_IVT_time_min,rail_access_egress_time_min,choice,bus_transfers,rail_transfers,income_hh,bus_cost_total_per_leg,rail_cost_total_per_leg
1,Primary Workplace,1,1,0,1,1,1,1,0,0,3.668679878,21.89265208,Wednesday,0,1,0,0,0,4,1,1,1,1,0,0,16,1,1,2,3,4,26.595,22.278,22.592,26.595,21.388,17.63,61,80.01666667,40.76666667,61,66.36666667,221.0666667,61.75,2.55,21,15.76666667,3,2,1,6,2.071232877,4.065478481
1,Home,1,1,0,0,1,0,1,1,0,0.671731041,6.451281667,Wednesday,0,1,0,0,0,4,1,1,1,1,0,0,16,1,1,2,3,4,5.428,6.196,6.196,5.428,5.437,5.366,10.76666667,18.91666667,18.91666667,10.76666667,23.51666667,67.71666667,5,13.91666667,5,13.91666667,3,NA,0,6,2.071232877,4.065478481
1,Primary Workplace,1,1,0,1,1,1,1,0,0,6.676555776,17.13159458,Thursday,0,1,0,0,0,4,1,1,1,1,0,0,16,1,1,2,3,4,19.681,19.692,23.318,19.681,21.608,17.377,47.35,82.8,64.06666667,47.35,68.48333333,218.8333333,58.96666667,5.083333333,19,22.06666667,3,1,1,6,0.517808219,2.710318988
1,Errands without Appointment,1,1,0,0,0,1,0,0,1,0.464469646,3.559202917,Thursday,0,1,0,0,0,4,1,1,1,1,0,0,16,1,1,2,3,4,0.861,0.627,0.627,0.861,0.675,0.627,4.216666667,6.833333333,0,4.216666667,3.45,8.066666667,1,5.833333333,NA,NA,6,0,NA,6,0.517808219,NA
1,Home,1,1,0,0,1,0,1,0,0,2.397292221,15.83018792,Thursday,0,1,0,0,0,4,1,1,1,1,0,0,16,1,1,2,3,4,20.553,18.396,18.396,20.553,22.37,17.373,30.51666667,20.96666667,20.96666667,30.51666667,71.78333333,219.6166667,11,9.966666667,11,9.966666667,3,NA,0,6,0.517808219,2.710318988
1,Home,1,1,0,0,1,1,1,1,1,0.300804235,4.35025875,Thursday,0,1,0,0,0,4,1,1,1,1,0,0,16,1,1,2,3,4,2.263,4.133,4.734,2.263,2.281,2.22,5.283333333,27.51666667,16.21666667,5.283333333,11.98333333,29.58333333,16.38333333,11.03333333,3,13.2,6,0,0,6,0.517808219,2.710318988
1,Dropoff K12,1,1,0,0,0,1,0,1,1,0.2194367,3.923395417,Friday,0,1,0,0,0,4,1,1,1,1,0,0,16,1,1,2,3,4,1.747,1.835,1.623,1.747,1.746,1.623,3.566666667,18.8,0,3.566666667,7.366666667,20.48333333,3,15.7,NA,NA,6,0,NA,6,1.035616438,NA
1,Home,1,1,0,0,0,1,0,1,1,0.22184102,3.941502917,Friday,0,1,0,0,0,4,1,1,1,1,0,0,16,1,1,2,3,4,1.721,1.85,1.622,1.721,1.721,1.622,3.866666667,19.73333333,0,3.866666667,7.583333333,21.21666667,1.166666667,18.53333333,NA,NA,6,0,NA,6,1.035616438,NA
1,Family Activity,1,1,0,1,1,1,1,1,0,0.782767369,7.150776667,Saturday,0,1,0,0,0,4,1,1,1,1,0,0,16,1,1,2,3,4,6.192,7.093,10.609,6.192,5.913,5.189,13.96666667,42.75,39,13.96666667,19.38333333,63.11666667,18.23333333,17.86666667,9,25,1,1,1,6,2.071232877,8.130956963
1,OtherPurpose,1,1,0,1,1,1,0,1,1,0.338100114,4.781399583,Sunday,0,1,0,0,0,4,1,1,1,1,0,0,16,1,1,2,3,4,2.577,3.012,2.565,2.577,2.576,2.565,8,24.35,0,8,12.03333333,32.63333333,3.7,20.5,NA,NA,1,0,NA,6,2.071232877,NA
1,Primary Workplace,1,1,0,1,1,1,1,1,1,0.269286844,4.521466667,Monday,0,1,0,0,0,4,1,1,1,1,0,0,16,1,1,2,3,4,2.06,2.303,5.034,2.06,1.949,1.949,7.916666667,10.31666667,18.13333333,7.916666667,7.183333333,23.51666667,6.966666667,2,3,15.11666667,3,0,0,6,0.414246575,2.710318988
1,Primary Workplace,1,1,0,0,1,1,1,0,0,9.260508558,17.34064667,Monday,0,1,0,0,0,4,1,1,1,1,0,0,16,1,1,2,3,4,21.056,17.692,18.7,21.056,21.727,17.429,42.86666667,62.45,30.46666667,42.86666667,69.01666667,219.5666667,55.23333333,7.216666667,15,15.46666667,3,0,0,6,0.414246575,2.710318988
1,Grocery,1,1,0,0,1,1,0,0,1,0.589015062,5.381755833,Monday,0,1,0,0,0,4,1,1,1,1,0,0,16,1,1,2,3,4,2.842,1.026,0.934,2.842,1.221,0.934,12.6,8.816666667,0,12.6,4.166666667,11.3,2,6.816666667,NA,NA,6,0,NA,6,0.414246575,NA
1,Primary Workplace,1,1,0,0,0,1,0,0,1,4.439232533,3.609532083,Monday,0,1,0,0,0,4,1,1,1,1,0,0,16,1,1,2,3,4,0.831,0.793,0.648,0.831,0.831,0.648,4.85,8.4,0,4.85,3.783333333,8.25,1,7.166666667,NA,NA,6,0,NA,6,0.414246575,NA
1,Home,1,1,0,0,1,1,1,0,0,2.384168278,17.14342375,Monday,0,1,0,0,0,4,1,1,1,1,0,0,16,1,1,2,3,4,19.751,23.382,23.067,19.751,21.161,17.442,47.13333333,101.6666667,53.35,47.13333333,73.35,224.3,87,5.566666667,14,22.3,3,1,1,6,0.414246575,2.710318988
1,Family Activity,1,1,0,1,1,1,1,0,0,2.310398607,17.05794333,Tuesday,0,1,0,0,0,4,1,1,1,1,0,0,16,1,1,2,3,4,18.992,21.632,23.252,18.992,20.402,16.68,49.9,98.78333333,58.86666667,49.9,70.36666667,214.8166667,72.48333333,18.2,16,21.85,1,1,1,6,2.071232877,8.130956963
1,Primary Workplace,1,1,0,1,1,1,1,0,0,2.99151365,17.45121708,Wednesday,0,1,0,0,0,4,1,1,1,1,0,0,16,1,1,2,3,4,23.163,19.736,22.683,23.163,21.376,17.577,33.95,87,42,33.95,67.58333333,220.6333333,65.75,4.983333333,21,16.98333333,3,1,1,6,1.035616438,4.065478481
1,Primary Workplace,1,1,0,0,1,0,0,0,1,0.475353267,3.782065,Wednesday,0,1,0,0,0,4,1,1,1,1,0,0,16,1,1,2,3,4,0.968,0.675,0.675,0.968,0.725,0.675,5.883333333,0,0,5.883333333,4.083333333,8.7,NA,NA,NA,NA,6,NA,NA,6,NA,NA
1,Home,1,1,0,0,1,1,1,0,0,2.626204506,16.95933833,Wednesday,0,1,0,0,0,4,1,1,1,1,0,0,16,1,1,2,3,4,22.436,24.707,23.34,22.436,21.19,17.402,32.6,87.81666667,59.66666667,32.6,73.41666667,223.7333333,48.38333333,26.86666667,16,22.65,3,1,1,6,1.035616438,4.065478481
1,Primary Workplace,1,1,0,0,1,1,1,0,0,10.37529778,17.03514042,Thursday,0,1,0,0,0,4,1,1,1,1,0,0,16,1,1,2,3,4,19.711,21.282,23.11,19.711,21.635,17.378,46.26666667,96.53333333,54.51666667,46.26666667,68.66666667,218.8833333,84.25,5.5,18,22.5,3,1,1,6,1.035616438,4.065478481
1,Home,1,1,0,0,1,1,1,0,0,2.624041807,16.99107375,Thursday,0,1,0,0,0,4,1,1,1,1,0,0,16,1,1,2,3,4,22.431,23.422,23.364,22.431,21.201,17.437,32.93333333,92.11666667,48.08333333,32.93333333,73.43333333,224.1,80,6.033333333,17,23.06666667,3,1,1,6,1.035616438,4.065478481
1,Primary Workplace,1,1,0,1,1,1,1,0,0,10.65656548,17.67133,Friday,0,1,0,0,0,4,1,1,1,1,0,0,16,1,1,2,3,4,22.776,23.257,23.355,22.776,21.656,17.361,37.93333333,75.75,64.61666667,37.93333333,68.78333333,218.6833333,54.16666667,16.28333333,19,22.61666667,3,1,1,6,1.035616438,4.065478481
1,Home,1,1,0,0,1,1,1,0,0,2.392013624,17.27438875,Friday,0,1,0,0,0,4,1,1,1,1,0,0,16,1,1,2,3,4,19.799,22.088,23.359,19.799,21.209,17.424,48.18333333,94.36666667,47.86666667,48.18333333,73.43333333,223.95,81.18333333,5.2,17,22.85,3,1,1,6,1.035616438,4.065478481
1,Restaurant,1,1,0,1,1,1,1,1,0,1.690187902,12.22848125,Saturday,0,1,0,0,0,4,1,1,1,1,0,0,16,1,1,2,3,4,14.365,17.93,17.399,14.365,17.053,13.071,24.73333333,57.11666667,72.01666667,24.73333333,55.45,162.4166667,40.53333333,10.73333333,12,36.01666667,1,1,1,6,2.071232877,8.130956963
1,OtherPurpose,1,1,0,1,1,1,0,1,1,0.333202945,4.663589167,Sunday,0,1,0,0,0,4,1,1,1,1,0,0,16,1,1,2,3,4,2.542,2.978,2.529,2.542,2.541,2.529,7.016666667,23.91666667,0,7.016666667,11.95,32.21666667,3.7,20.08333333,NA,NA,1,0,NA,6,2.071232877,NA
1,Home,1,1,0,0,0,0,0,1,1,0.222016956,3.952725417,Monday,0,1,0,0,0,4,1,1,1,1,0,0,16,1,1,2,3,4,1.723,1.624,1.624,1.723,1.723,1.624,3.966666667,0,0,3.966666667,7.583333333,21.25,NA,NA,NA,NA,6,NA,NA,6,NA,NA
1,Primary Workplace,1,1,0,1,1,1,1,0,0,3.161713386,20.95025917,Tuesday,0,1,0,0,0,4,1,1,1,1,0,0,16,1,1,2,3,4,26.266,19.503,22.849,26.266,21.34,17.579,53.36666667,86.23333333,58.06666667,53.36666667,67.41666667,220.05,63.75,6.233333333,19,16.06666667,3,1,1,6,1.035616438,4.065478481
1,Home,1,1,0,0,1,0,1,0,0,2.37753356,17.28348583,Tuesday,0,1,0,0,0,4,1,1,1,1,0,0,16,1,1,2,3,4,19.498,22.021,22.682,19.498,20.135,17.464,49.7,44.01666667,40,49.7,70.21666667,224.7,29,9.2,17,15,3,NA,1,6,1.035616438,4.065478481
1,Primary Workplace,1,1,0,1,1,1,1,0,0,2.688646004,17.16075292,Wednesday,0,1,0,0,0,4,1,1,1,1,0,0,16,1,1,2,3,4,23.321,23.557,20.857,23.321,20.375,17.052,30.36666667,82.88333333,48.7,30.36666667,62.01666667,211.9833333,62.61666667,4.966666667,23.76666667,18.23333333,3,2,1,6,2.071232877,8.130956963
2,Exercise,2,0,0,1,1,1,0,0,1,0.348918526,4.718389167,Monday,1,0,0,0,0,7,1,1,1,0,0,0,15,0,0,2,1,3,2.602,2.509,2.509,2.602,2.477,2.225,7.266666667,15.06666667,15.06666667,7.266666667,9.216666667,28.28333333,4.2,10.83333333,4.2,10.83333333,1,0,NA,3,1.5,1.5
2,Social,2,0,0,1,1,1,1,0,0,1.002834946,8.412204167,Monday,1,0,0,0,0,7,1,1,1,0,0,0,15,0,0,2,1,3,8.47,10.419,21.244,8.47,7.64,7.569,15.46666667,52.35,63.16666667,15.46666667,27.5,93.56666667,25.48333333,12.11666667,25,30.15,1,2,1,3,6.1,9
2,Restaurant,2,0,0,1,1,1,1,0,0,1.11242331,8.92105,Tuesday,1,0,0,0,0,7,1,1,1,0,0,0,15,0,0,2,1,3,9.26,17.061,17.616,9.26,9.26,9.001,16.68333333,64.93333333,72.45,16.68333333,34.81666667,112.6666667,43.08333333,10.8,33.98333333,22.03333333,1,1,1,3,5.7,14.3
2,Clothes shopping,2,0,0,1,1,1,0,0,0,0.624151177,6.232843333,Tuesday,1,0,0,0,0,7,1,1,1,0,0,0,15,0,0,2,1,3,5.172,6.559,4.724,5.172,5.18,4.746,9.85,34.45,36.61666667,9.85,15.5,56.86666667,17.58333333,1.816666667,7.2,28.91666667,1,1,NA,3,4.6,2.3
2,Grocery,2,0,0,1,1,1,1,0,0,1.332500628,10.33668792,Tuesday,1,0,0,0,0,7,1,1,1,0,0,0,15,0,0,2,1,3,11.553,10.334,12.458,11.553,10.338,9.099,19.61666667,52.6,49.38333333,19.61666667,28.63333333,109.3333333,39,7.883333333,13,36.33333333,1,1,0,3,4.6,4.5
2,Restaurant,2,0,0,0,1,1,0,0,1,2.318817319,5.323336667,Tuesday,1,0,0,0,0,7,1,1,1,0,0,0,15,0,0,2,1,3,3.024,1.295,1.001,3.024,1.111,1.001,11.16666667,6.616666667,0,11.16666667,5.6,13.26666667,3.633333333,2.816666667,NA,NA,6,0,NA,3,1.5,NA
2,Shopping - Major,2,0,0,1,1,1,1,0,0,1.213056826,9.511035,Wednesday,1,0,0,0,0,7,1,1,1,0,0,0,15,0,0,2,1,3,10.252,16.819,29.966,10.252,12.083,9.368,17.73333333,73,85,17.73333333,43.66666667,118.25,56.06666667,5.916666667,28,33.01666667,1,1,2,3,5.7,23.8
2,Shopping - Major,2,0,0,1,1,1,1,0,0,1.409100747,10.66681792,Wednesday,1,0,0,0,0,7,1,1,1,0,0,0,15,0,0,2,1,3,11.589,11.82,23.56,11.589,11.528,11.152,22.66666667,39.9,66.9,22.66666667,36.18333333,135.55,26.53333333,13.35,27.9,16.61666667,1,0,2,3,3.4,22.3
2,Cinema or other night out,2,0,0,1,1,1,0,0,0,0.810070665,7.2911825,Wednesday,1,0,0,0,0,7,1,1,1,0,0,0,15,0,0,2,1,3,6.414,5.083,5.083,6.414,5.677,5.34,14.28333333,25.7,25.7,14.28333333,17.68333333,65.91666667,10,15.68333333,10,15.68333333,1,0,NA,3,2.3,2.3
2,Restaurant,2,0,0,1,1,1,0,0,1,0.340726188,4.624362083,Thursday,1,0,0,0,0,7,1,1,1,0,0,0,15,0,0,2,1,3,2.507,2.72,2.137,2.507,2.141,2.137,6.8,21.06666667,0,6.8,7.966666667,26.08333333,3.65,17.41666667,NA,NA,1,0,NA,3,1.5,NA
2,Errands without Appointment,2,0,0,1,1,1,0,0,1,0.396621226,5.0110775,Thursday,1,0,0,0,0,7,1,1,1,0,0,0,15,0,0,2,1,3,2.958,3.146,3.146,2.958,2.958,2.83,8.433333333,17.03333333,17.03333333,8.433333333,8.033333333,33.71666667,6.45,10.58333333,6.45,10.58333333,1,0,NA,3,2.3,2.3
2,Social,2,0,0,1,1,1,0,0,1,0.306826708,4.45218625,Thursday,1,0,0,0,0,7,1,1,1,0,0,0,15,0,0,2,1,3,2.441,3.15,2.358,2.441,2.496,2.358,5.433333333,17.61666667,0,5.433333333,9.033333333,30.08333333,9.466666667,0.283333333,NA,NA,1,1,NA,3,3.8,NA
2,Restaurant,2,0,0,1,1,1,1,0,0,3.421603069,21.4468125,Thursday,1,0,0,0,0,7,1,1,1,0,0,0,15,0,0,2,1,3,29.75,33.514,35.51,29.75,32.579,26.71,41.68333333,129.4833333,80.78333333,41.68333333,100.2833333,328.6666667,102.3333333,17.11666667,38,33.76666667,1,1,1,3,6.8,13
2,Exercise,2,0,0,1,1,1,0,0,1,0.355845281,4.718324583,Friday,1,0,0,0,0,7,1,1,1,0,0,0,15,0,0,2,1,3,2.637,2.512,2.512,2.637,2.512,2.26,7.1,13.71666667,13.71666667,7.1,9.3,28.68333333,8.533333333,4.866666667,8.533333333,4.866666667,1,0,NA,3,2.3,2.3
2,Grocery,2,0,0,1,1,1,0,0,1,0.325926688,4.55962625,Friday,1,0,0,0,0,7,1,1,1,0,0,0,15,0,0,2,1,3,2.409,2.209,2.209,2.409,2.408,2.181,6.633333333,18.71666667,18.71666667,6.633333333,8.833333333,28.2,2.7,15.96666667,2.7,15.96666667,1,0,NA,3,1.5,1.5
2,Errands without Appointment,2,0,0,0,0,1,0,0,1,0.148973683,3.535281667,Friday,1,0,0,0,0,7,1,1,1,0,0,0,15,0,0,2,1,3,1.128,1.126,1.127,1.128,1.127,1.127,2.716666667,11.6,0,2.716666667,4.25,14.33333333,0.65,10.91666667,NA,NA,6,0,NA,3,1.5,NA
2,Errands without Appointment,2,0,0,1,1,1,0,0,0,1.088635002,8.79765,Saturday,1,0,0,0,0,7,1,1,1,0,0,0,15,0,0,2,1,3,9.08,9.392,8.798,9.08,9.08,8.821,16.33333333,41.88333333,41.88333333,16.33333333,33.71666667,110.5666667,26.65,6.816666667,24.5,8.083333333,1,1,NA,3,4.6,3.8
2,Social,2,0,0,1,1,1,0,0,0,1.0116992,8.415134583,Saturday,1,0,0,0,0,7,1,1,1,0,0,0,15,0,0,2,1,3,8.469,9.203,9.203,8.469,8.127,8.215,15.5,50.21666667,50.21666667,15.5,29.56666667,100.75,24.7,4.183333333,24.7,4.183333333,1,1,NA,3,4.6,4.6
2,Exercise,2,0,0,1,1,1,0,0,1,0.353692614,4.687350833,Tuesday,1,0,0,0,0,7,1,1,1,0,0,0,15,0,0,2,1,3,2.626,2.496,2.181,2.626,2.501,2.249,6.85,20.06666667,10.26666667,6.85,9.266666667,28.56666667,15,4.75,3.4,6.65,1,0,NA,3,2.3,1.5
2,Grocery,2,0,0,0,0,1,0,0,1,0.074242095,3.122003333,Tuesday,1,0,0,0,0,7,1,1,1,0,0,0,15,0,0,2,1,3,0.524,0.763,0.524,0.524,0.524,0.524,1.55,6.55,0,1.55,1.733333333,6.633333333,1,5.533333333,NA,NA,6,0,NA,3,1.5,NA
2,Restaurant,2,0,0,1,1,1,1,0,0,2.15459612,11.17519875,Tuesday,1,0,0,0,0,7,1,1,1,0,0,0,15,0,0,2,1,3,12.631,11.033,11.181,12.631,10.954,10.295,22.68333333,45.85,33.53333333,22.68333333,29.93333333,124.0666667,38,7.533333333,13,20.5,1,0,0,3,3.4,4.5
2,Restaurant,2,0,0,0,1,1,0,0,1,2.098802386,5.639339167,Tuesday,1,0,0,0,0,7,1,1,1,0,0,0,15,0,0,2,1,3,3.442,0.861,0.576,3.442,0.81,0.576,12.26666667,5.816666667,0,12.26666667,4.516666667,7.8,2.683333333,2.533333333,NA,NA,6,0,NA,3,1.5,NA
2,Cinema or other night out,2,0,0,0,1,1,0,0,1,4.635567636,4.045264167,Tuesday,1,0,0,0,0,7,1,1,1,0,0,0,15,0,0,2,1,3,1.302,0.61,0.438,1.302,0.438,0.438,6.866666667,6.45,0,6.866666667,1.816666667,5.8,2,3.65,NA,NA,6,0,NA,3,1.5,NA
2,Errands with Appointment,2,0,0,1,1,1,0,0,1,0.273750912,4.256623333,Wednesday,1,0,0,0,0,7,1,1,1,0,0,0,15,0,0,2,1,3,2.088,2.126,2.126,2.088,2.088,2.088,5.2,18.7,18.7,5.2,8.383333333,26.51666667,4,14.66666667,4,14.66666667,1,0,NA,3,1.5,1.5
2,Errands with Appointment,2,0,0,0,0,1,0,0,1,0.261001582,4.169352083,Wednesday,1,0,0,0,0,7,1,1,1,0,0,0,15,0,0,2,1,3,2.035,2.073,2.035,2.035,2.035,2.035,4.6,18.65,0,4.6,8.066666667,25.75,4.7,13.9,NA,NA,6,0,NA,3,1.5,NA
2,Restaurant,2,0,0,1,1,1,0,0,1,0.333768394,4.584635833,Thursday,1,0,0,0,0,7,1,1,1,0,0,0,15,0,0,2,1,3,2.478,2.654,2.372,2.478,2.393,2.223,6.55,20,20.41666667,6.55,6.766666667,27.03333333,3.65,16.35,2.566666667,17.85,1,0,NA,3,1.5,1.5
2,Grocery,2,0,0,1,1,1,1,0,0,1.299254924,10.05552792,Friday,1,0,0,0,0,7,1,1,1,0,0,0,15,0,0,2,1,3,10.901,17.052,28.598,10.901,12.839,9.833,19.96666667,78.38333333,68.05,19.96666667,44.33333333,122.25,55.05,11.95,23,33.01666667,1,1,1,3,5.7,13
2,Restaurant,2,0,0,1,1,1,1,0,0,3.482903451,21.08066,Saturday,1,0,0,0,0,7,1,1,1,0,0,0,15,0,0,2,1,3,30.852,33.143,35.519,30.852,32.588,26.719,32.88333333,112.45,80.88333333,32.88333333,100.3,328.75,97.2,8.9,38,33.85,1,1,1,3,6.8,13
3,Social,1,0,2,1,1,1,1,0,0,1.942073826,13.4472775,Friday,1,0,0,0,0,4,1,0,0,0,0,0,7,1,0,4,0,4,16.998,16.133,22.577,16.998,16.418,15.123,24.13333333,56.8,75.1,24.13333333,52.46666667,188.2,42.7,8.083333333,20,44.1,1,1,1,4,5.3,9
3,Grocery,1,0,2,1,1,1,1,0,0,1.526100876,9.707845417,Saturday,1,0,0,0,0,4,1,0,0,0,0,0,7,1,0,4,0,4,10.987,9.733,15.571,10.987,10.037,9.704,16.16666667,32.21666667,53.25,16.16666667,34.08333333,119.9666667,21.18333333,10.06666667,12,41.25,1,0,0,4,3,4.5
3,Grocery,1,0,2,1,1,1,0,0,0,0.531517689,5.635857083,Saturday,1,0,0,0,0,4,1,0,0,0,0,0,7,1,0,4,0,4,4.271,4.451,4.451,4.271,4.55,3.907,8.3,24.73333333,24.73333333,8.3,18.15,49.3,9,15.03333333,9,15.03333333,1,0,NA,4,2.3,2.3
3,Restaurant,1,0,2,1,1,1,1,0,0,2.423845371,7.729375833,Sunday,1,0,0,0,0,4,1,0,0,0,0,0,7,1,0,4,0,4,7.006,6.714,8.073,7.006,7.948,6.559,15.75,51.91666667,55.15,15.75,25.76666667,81.98333333,12.63333333,25.28333333,4,51.15,1,1,0,4,3.8,2.9
3,Primary Workplace,1,0,2,1,1,1,0,0,1,0.250802833,4.607171667,Wednesday,1,0,0,0,0,4,1,0,0,0,0,0,7,1,0,4,0,4,2.036,1.963,2.158,2.036,2.036,2.158,8.866666667,13.28333333,0,8.866666667,5.266666667,25.25,10,3.266666667,NA,NA,2,0,NA,4,1.5,NA
3,Primary Workplace,1,0,2,0,1,1,0,0,0,3.656287546,6.550223333,Wednesday,1,0,0,0,0,4,1,0,0,0,0,0,7,1,0,4,0,4,5.108,4.064,3.531,5.108,4.138,3.751,13.25,24.61666667,23,13.25,14.28333333,46.68333333,18.43333333,6.166666667,9,13.96666667,2,0,NA,4,2.3,2.3
3,Work Related,1,0,2,0,1,1,0,0,1,0.677560671,4.883310833,Wednesday,1,0,0,0,0,4,1,0,0,0,0,0,7,1,0,4,0,4,1.838,1.03,0.864,1.838,0.981,0.864,12.5,10.73333333,0,12.5,3.416666667,10.46666667,2,8.733333333,NA,NA,6,0,NA,4,1.5,NA
3,Home,1,0,2,0,1,1,1,0,0,0.611884725,6.016737083,Wednesday,1,0,0,0,0,4,1,0,0,0,0,0,7,1,0,4,0,4,5.107,4.496,8.69,5.107,5.112,4.839,8.05,17.35,36.2,8.05,21.56666667,64.16666667,14,3.333333333,8,28.18333333,2,0,0,4,2.3,4.5
3,Grocery,1,0,2,1,1,1,1,0,0,0.878371533,7.692342917,Saturday,1,0,0,0,0,4,1,0,0,0,0,0,7,1,0,4,0,4,7.369,14.065,16.547,7.369,7.415,7.358,13.66666667,59.26666667,72.26666667,13.66666667,34.81666667,96.01666667,38.16666667,8.4,29.38333333,20.18333333,1,2,1,4,6.1,14.3
3,Home,1,0,2,0,1,1,0,0,0,0.907599315,7.724925833,Sunday,1,0,0,0,0,4,1,0,0,0,0,0,7,1,0,4,0,4,7.566,5.823,5.823,7.566,6.766,5.955,13.05,22.11666667,22.11666667,13.05,26.63333333,77.3,18,3.916666667,18,3.916666667,2,0,NA,4,2.3,2.3
3,Social,1,0,2,1,1,1,1,0,0,1.944116461,13.22126542,Tuesday,1,0,0,0,0,4,1,0,0,0,0,0,7,1,0,4,0,4,17.011,16.145,22.59,17.011,16.431,15.136,21.86666667,55.96666667,73.26666667,21.86666667,52.51666667,188.3666667,39.7,8.25,20,44.26666667,1,1,1,4,5.3,9
3,Dropoff Other,1,0,2,1,1,1,1,0,0,1.975362341,13.3278875,Tuesday,1,0,0,0,0,4,1,0,0,0,0,0,7,1,0,4,0,4,17.29,16.347,20.692,17.29,17.929,15.133,21.58333333,63.5,79.48333333,21.58333333,63.61666667,192.0833333,38.75,8.766666667,33,34.86666667,1,1,1,4,5.3,14.7
3,Grocery,1,0,2,0,0,1,0,0,1,0.406705707,3.487267917,Wednesday,1,0,0,0,0,4,1,0,0,0,0,0,7,1,0,4,0,4,0.829,0.649,0.576,0.829,0.634,0.576,3.666666667,7.5,0,3.666666667,4.033333333,7.75,1,6.45,NA,NA,6,0,NA,4,1.5,NA
3,Home,1,0,2,0,1,1,1,0,0,0.800515131,7.094065833,Wednesday,1,0,0,0,0,4,1,0,0,0,0,0,7,1,0,4,0,4,6.374,6.579,8.523,6.374,7.192,5.787,12.55,33.71666667,33.66666667,12.55,28.73333333,75.5,21.55,12.15,8,25.65,2,0,0,4,2.3,4.5
4,Restaurant,1,0,0,1,1,1,0,0,0,0.472570189,5.642570417,Friday,1,0,0,0,1,6,1,1,0,0,0,0,11,1,0,4,0,2,3.807,8.321,3.713,3.807,3.896,3.512,10.56666667,45.86666667,37.15,10.56666667,14.81666667,45.66666667,31.88333333,5.883333333,2,35.13333333,1,1,NA,2,4.6,1.5
4,Social,1,0,0,1,1,1,0,0,0,0.564206562,5.87710625,Friday,1,0,0,0,1,6,1,1,0,0,0,0,11,1,0,4,0,2,4.465,5.16,4.624,4.465,4.663,4.434,9.733333333,30.15,29.78333333,9.733333333,15.48333333,53.1,7.9,22,6.316666667,23.2,1,0,NA,2,2.3,2.3
4,Grocery,1,0,0,1,1,1,0,0,0,0.633572307,6.254109167,Saturday,1,0,0,0,1,6,1,1,0,0,0,0,11,1,0,4,0,2,5.286,5.954,5.418,5.286,5.53,5.286,9.516666667,34.06666667,33.7,9.516666667,17.45,63.51666667,11.76666667,22.3,10.18333333,23.5,1,0,NA,2,2.3,2.3
4,Gas,1,0,0,1,1,1,0,0,0,0.493106069,5.504595417,Saturday,1,0,0,0,1,6,1,1,0,0,0,0,11,1,0,4,0,2,3.987,3.977,3.879,3.987,3.655,3.519,8.366666667,18.25,14.53333333,8.366666667,15.98333333,45.58333333,8.65,9.566666667,7.883333333,6.616666667,1,0,NA,2,2.3,2.3
4,Restaurant,1,0,0,1,1,1,0,0,0,1.088733449,8.745552083,Saturday,1,0,0,0,1,6,1,1,0,0,0,0,11,1,0,4,0,2,9.275,9.399,9.399,9.275,9.276,9.236,14.9,49.15,49.15,14.9,35.23333333,119.35,20.2,16.08333333,20.2,16.08333333,1,1,NA,2,4.6,4.6
4,Restaurant,1,0,0,1,1,1,1,0,0,6.881653283,36.98315375,Saturday,1,0,0,0,1,6,1,1,0,0,0,0,11,1,0,4,0,2,62.007,55.55,61.108,62.007,64.17,56.06,40.23333333,131.4833333,109.4833333,40.23333333,199.7333333,687.5166667,96.86666667,10.96666667,75.86666667,22.08333333,1,2,2,2,9.4,30.1
4,Social,1,0,0,1,1,1,1,0,0,8.39519955,47.30392417,Sunday,1,0,0,0,1,6,1,1,0,0,0,0,11,1,0,4,0,2,76.954,70.853,84.212,76.954,71.546,67.222,70.01666667,144,108.0166667,70.01666667,229.0333333,823.2,114.5333333,22,64.86666667,26.83333333,1,1,2,2,5.7,25
4,Grocery,1,0,0,1,1,0,1,0,0,2.036512387,13.67719042,Sunday,1,0,0,0,1,6,1,1,0,0,0,0,11,1,0,4,0,2,18.971,82.277,69.387,18.971,18.899,18.717,17.01666667,779.2,750.2,17.01666667,55.48333333,226.7166667,118,14.23333333,82.06666667,21.11666667,1,NA,3,2,9.1,36.9
4,Grocery,1,0,0,1,1,1,0,0,0,0.576593589,6.28103875,Monday,1,0,0,0,1,6,1,1,0,0,0,0,11,1,0,4,0,2,4.579,4.275,4.282,4.579,4.179,4.061,13.13333333,30.1,31.08333333,13.13333333,18.31666667,52.7,14.43333333,15.66666667,13.43333333,17.65,1,0,NA,2,2.3,2.3
